photo,titre_zh,mots_cles_zh
39151963,比利牛斯-大西洋省，土径蜿蜒密林间,"波城, 法国, 比利牛斯-大西洋省, 比利牛斯山, 森林, 土路, 徒步小径, 绿色, 林地, 自然步道, 茂盛绿植, 树冠, 荒野, 户外, 夏日森林, 树木, 徒步, 风景步道, 小路, 法国自然"
39167572,布齐苔石缠绕锈迹铁丝网,"铁丝网, 苔藓, 岩石, 微距, 特写, 林地, 焦外虚化, 乡村栅栏, 纹理, 绿色, 繁忙, 波城, 比利牛斯-大西洋省, 法国, 乡村风, 自然细节, 蕨类植物, 干枯树枝, 乡村"
39167573,波城午后，草坡远眺朦胧城郭,"波城, 法国, 比利牛斯-大西洋省, 城市景观, 天际线, 山坡景色, 航拍, 公寓楼, 屋顶, 薄雾, 焦外虚化, 干草, 阴天, 小镇, 山谷, 法国西南部, 全景的, 雾蒙蒙"
39167574,布齐林间，苔石掩映蕨丛,"苔藓, 巨石, 蕨类植物, 林地, 微距, 特写, 繁忙, 波城, 比利牛斯-大西洋省, 法国, 绿色, 落叶, 焦外虚化, 自然细节, 灌木丛, 乡村, 乡村风, 落叶层, 草地"
39167575,波城郊野，板岩屋顶老宅俯瞰城郭,"波城, 法国, 比利牛斯-大西洋省, 城市景观, 农舍, 板岩屋顶, 山坡景色, 郊区, 屋顶, 树木, 朦胧, 山谷, 小镇, 法国西南部, 航拍, 乡村, 建筑, 雾蒙蒙, 阴天"
39167576,布齐苔石缠绕藤蔓,"苔藓, 岩石, 藤蔓, 常春藤, 林地, 微距, 特写, 繁忙, 波城, 比利牛斯-大西洋省, 法国, 绿色, 落叶, 焦外虚化, 自然细节, 灌木丛, 乡村, 乡村风, 草地"
39182177,花园侵蚀岩石特写，绿意虚化衬托,"岩石, 侵蚀, 纹理, 苔藓, 微距, 特写, 焦外虚化, 花园, 绿色, 风化石头, 法国, 自然细节, 公园, 绿植, 户外, 地质, 铜绿, 近距对焦, 石头纹理, 自然图案"
39182178,粉色木槿绽放，绿意虚化,"木槿, 粉色花朵, 微距, 特写, 焦外虚化, 绽放, 花园, 植物群, 花瓣, 夏天, 法国, 花苞, 植物, 鲜艳, 洋红色, 自然, 灌木, 绿色背景"
39182179,波城附近，游人凝望史前支石墓，黑白,"支石墓, 巨石, 古迹, 黑白, 单色, 公园, 法国, 波城, 立石, 史前的, 石碑, 游客, 树木, 草地, 历史遗址, 考古, 遗产, 地标, 户外, 影子"
39182180,布齐岩石苔藓地衣微距特写,"自然, 法国, 微距, 苔藓, 地衣, 岩石, 繁忙, 焦外虚化, 石头, 户外, 欧洲, 风景"
39208821,波城附近，石墙夹道的朝圣林间小径,"圣地亚哥朝圣之路, 朝圣之路, 森林小径, 徒步小径, 石墙, 苔藓, 树木, 林地, 法国, 波城, 比利牛斯-大西洋省, 小径, 步道标记, 绿色, 阴凉, 朝圣者, 自然, 乡村, 长满苔藓的石头"
39208822,波城附近，朝圣之路林荫小径,"圣地亚哥朝圣之路, 朝圣之路, 森林小径, 徒步小径, 林地, 树冠, 树木, 阴影, 苔藓, 岩石, 法国, 波城, 比利牛斯-大西洋省, 步道标记, 绿色, 小径, 多叶, 斑驳光影, 朝圣者"
39208846,枯茎投影苔石之上，光影细腻,"微距, 岩石, 影子, 干枯植物, 茎, 苔藓, 纹理, 特写, 极简, 自然细节, 草叶, 比利牛斯-大西洋省, 法国, 石头表面, 植物, 抽象, 大地色调, 阳光, 自然图案, 细节特写"
39208847,波城附近，圣地亚哥朝圣之路石径路标,"圣地亚哥朝圣之路, 路标, 朝圣路标, 徒步小径, 石径, 森林, 苔藓, 巨石, 树木, 法国, 波城, 比利牛斯-大西洋省, 步道标记, 小径, 绿色, 林地, 朝圣者, 自然步道"
39208897,常绿灌木尖叶特写，林间虚化背景,"微距, 特写, 绿叶, 常绿灌木, 焦外虚化, 叶丛, 植物, 自然细节, 林地, 纹理, 阳光, 森林, 比利牛斯-大西洋省, 法国, 尖叶植物, 树枝, 自然光, 植物细节, 野生植物"
39208898,树皮上的黄绿地衣苔藓，常春藤相衬,"地衣, 苔藓, 树皮, 微距, 特写, 常春藤, 纹理, 绿色, 黄色地衣, 林地, 自然细节, 植物, 树枝, 藤蔓, 自然图案, 比利牛斯-大西洋省, 法国, 灌木丛, 细节特写"
39212504,波城附近，粉彩薄雾山林与垂枝,"比利牛斯山, 波城, 法国, 群山, 薄雾, 粉彩色调, 森林, 山丘, 树枝, 风景, 垂直视角, 氛围感, 蓝色调, 山麓, 绿植, 远处山峰, 宁静, 柔光, 自然"
39212505,比利牛斯山麓薄雾，静谧牧场栅栏,"比利牛斯山, 波城, 法国, 群山, 牧场, 草甸, 铁丝网, 薄雾, 粉彩色调, 森林, 山丘, 乡村, 山麓, 宁静, 风景, 树木, 农田, 柔光"
39212506,波城附近，树梢渐隐朦胧粉彩山色,"比利牛斯山, 波城, 法国, 群山, 薄雾, 粉彩色调, 森林, 山丘, 阳光, 树枝, 风景, 垂直视角, 蓝色调, 山麓, 绿植, 宁静, 柔光, 树梢"
39212518,波城附近，云缠山峰下的山谷村庄全景,"比利牛斯山, 波城, 法国, 全景, 山谷, 村庄, 群山, 云朵, 蓝天, 风景, 乡村, 绿色田野, 美景, 山麓, 朦胧山峰, 广角视野, 法国西南部, 夏天, 农田"
39212519,波城附近，阳光山谷村庄与远方岩峰,"比利牛斯山, 波城, 比利牛斯-大西洋省, 法国, 山谷, 村庄, 群山, 晴朗天空, 风景, 乡村, 绿色田野, 美景, 山麓, 岩石山峰, 广角视野, 法国西南部, 夏天, 农田, 晴天"
39212520,比利牛斯山麓下，木栅栏与青翠牧场,"农业, 牧场, 农田, 木栅栏, 比利牛斯山, 波城, 法国, 乡村, 绿色田野, 树木, 群山, 山麓, 山丘, 风景, 草甸, 夏天, 农场, 风景如画, 宁静"
39212543,奥索峰耸立薄雾山麓之上,"奥索峰, 比利牛斯山, 奥索谷, 波城, 法国, 山峰, 薄雾, 风景, 树枝, 蓝色调, 山麓, 山顶, 垂直视角, 氛围感, 森林, 风景如画, 标志性山峰, 自然, 宁静, 远山"
39228266,比利牛斯-大西洋省，栗色马肖像绿意虚化,"马, 栗色马, 马的肖像, 鬃毛, 牧场, 围场, 比利牛斯-大西洋省, 法国, 法国乡村, 焦外虚化, 绿色虚化, 树干, 乡村, 农场动物, 特写, 夏天, 竖耳, 户外, 自然"
39228267,比利牛斯-大西洋省，阿基坦金牛泥地觅食,"奶牛, 阿基坦金牛, 牛群, 家畜, 牧场, 围场, 泥, 比利牛斯-大西洋省, 法国, 法国乡村, 农业, 乡村, 树叶, 焦外虚化, 夏天, 农场动物, 暖色调"
39228268,比利牛斯-大西洋省，两匹栗色马树荫下小憩,"马, 栗色马, 两匹马, 牧场, 围场, 比利牛斯-大西洋省, 法国, 法国乡村, 鬃毛, 树干, 阴影, 焦外虚化, 绿色虚化, 乡村, 农场动物, 特写, 夏天, 户外"
39228269,波城附近，比利牛斯山峰俯瞰雾村,"比利牛斯山, 群山, 波城, 比利牛斯-大西洋省, 法国, 山谷, 村庄, 薄雾, 蓝色山脉, 风景, 山坡景色, 长焦, 乡村, 夏天, 风景如画, 山丘"
39228270,波城附近，橡叶框景下的比利牛斯山麓,"比利牛斯山, 群山, 波城, 比利牛斯-大西洋省, 法国, 山谷, 全景, 橡树叶, 框景, 农田, 乡村, 绿色田野, 夏天, 风景如画, 风景, 山丘, 道路"
39228271,法国农场老石仓，黑白影像,"谷仓, 农场建筑, 乡村, 农业, 黑白, 单色, 法国, 法国乡村, 杂草丛生的小路, 波纹屋顶, 石墙, 乡村风, 农田, 棚屋, 植被, 老建筑, 农家院, 风化"
39228272,圣地亚哥朝圣之路，古树与苔痕巨石,"圣地亚哥朝圣之路, 朝圣, 树, 巨石, 冰碛, 苔藓, 群山, 比利牛斯山, 法国, 风景, 徒步小径, 乡村, 薄雾, 夏天, 风景如画, 绿色树冠, 自然"
39228273,布齐，罗马式教堂掩映绿意中,"法国, 教堂, 绿植, 繁忙, 罗马式, 树, 建筑, 石头, 户外, 欧洲, 遗产, 夏天"
39228274,勃艮第-弗朗什-孔泰，青山环抱的静谧村庄,"法国, 村庄, 安静, 勃艮第-弗朗什-孔泰, 山丘, 风景如画, 郁郁葱葱, 自然, 树木, 建筑, 户外, 欧洲"
39228275,勃艮第-弗朗什-孔泰，夏洛莱牛立于泥泞田间,"法国, 乡村, 奶牛, 勃艮第-弗朗什-孔泰, 田野, 夏洛莱牛, 泥泞, 户外, 欧洲, 比利牛斯-大西洋省, 动物"
39228699,希洪历史教堂钟楼与圆顶后殿,"希洪, 阿斯图里亚斯, 西班牙, 教堂, 钟楼, 圆顶, 遗产, 宗教建筑, 雕像, 立面, 历史建筑, 地标, 十字架, 蓝天, 建筑, 欧洲建筑, 石头建筑"
39235897,几何建筑立面，黑白斜纹,"立面, 黑白, 条纹, 几何图案, 建筑, 斜线, 纹理, 图案, 抽象, 建筑外观, 极简, 对比, 现代建筑, 特写, 对称, 铆钉, 双色"
39235898,层岩峭壁与碧绿海水相接,"悬崖, 岩石地貌, 岩层, 大海, 蓝绿色海水, 海岸线, 海岸悬崖, 纹理, 地质, 沉积岩, 自然, 侵蚀, 自然图案, 风化岩石, 日光, 风景如画"
39236039,山顶露营椅上，好友共赏金色日落,"日落, 黄金时刻, 朋友, 露营椅, 山顶, 乡村, 剪影, 生活方式, 放松, 聚会, 傍晚, 天际线, 户外休闲, 一群人, 楼梯"
39238257,欧洲公路旅行，山坡风车小憩,"风力涡轮机, 风电场, 可再生能源, 公路旅行, 汽车, 山坡, 乡村风景, 欧洲, 运动鞋, 抓拍, 乡村, 夏天, 干草, 岩石, 旅行, 风景, 散步"
39238258,锻铁栅栏上，粉红玫瑰繁茂垂落,"玫瑰, 粉色玫瑰, 红玫瑰, 花朵, 花卉, 锻铁, 栅栏, 装饰, 焦外虚化, 特写, 花园, 盛开, 花瓣, 装饰性的, 浪漫的, 鲜艳色彩"
39238259,欧洲老城街头，教堂钟楼高耸,"教堂, 钟楼, 立面, 建筑, 欧洲, 历史建筑, 玫瑰花窗, 宗教建筑, 城市街道, 城市, 汽车, 彩色建筑, 多云天空, 地标, 石头建筑, 拱形入口, 雕像, 街景"
39241472,黑白剪影，车旁静观日食,"日食, 剪影, 黑白, 单色, 昏暗天空, 沉思, 汽车, 天文事件, 天文学, 天空奇观, 黄昏, 后视, 观察, 氛围感, 探索"
39241587,车内通风口微距，暖光虚化,"微距, 车内, 通风口, 焦外虚化, 特写, 抽象, 暖光, 夜晚, 细节, 模糊, 仪表盘, 汽车, 纹理, 柔焦, 环境光, 镜头光晕"
39296054,边境牧羊犬探头绿叶间，黑白毛色分明,"黑白, 叶丛, 边境牧羊犬, 好奇, 自然, 法国, 焦外虚化, 肖像, 户外, 风景, 比利牛斯-大西洋省, 绿植"
39296055,法国花园里，红玫瑰灿然盛放,"红玫瑰, 玫瑰, 花朵, 花卉, 花园, 法国, 盛开, 花瓣, 焦外虚化, 特写, 绿叶, 夏天, 鲜艳色彩, 自然, 微距, 阳光, 玫瑰丛, 植物"
39296056,边境牧羊犬静坐绿叶丛中,"户外, 黑白, 树叶, 鲜艳, 边境牧羊犬, 柯利牧羊犬, 自然, 法国, 焦外虚化, 树, 肖像, 风景"
39359758,法国教堂内，红色长明灯映雕花祭坛,"圣地亚哥朝圣之路, 比利牛斯-大西洋省, 法国, 教堂内部, 长明灯, 祭坛, 雕刻镶板, 动态模糊, 长曝光, 刻意运镜, 虔诚, 朝圣, 暖色调, 抽象, 宗教艺术, 朝圣教堂, 天主教堂, 红光, 菱形格纹"
39359759,虚焦基督像，双臂舒展沐光而立,"圣地亚哥朝圣之路, 法国, 基督雕像, 宗教雕像, 教堂, 壁龛, 石拱门, 动态模糊, 逆光, 空灵, 虔诚, 朝圣, 圣心, 灵性, 柔焦, 抽象, 暖光, 雕塑, 天主教堂"
39359760,石墙教堂，蓝粉彩窗透光,"圣地亚哥朝圣之路, 法国, 彩色玻璃, 玫瑰花窗, 牛眼窗, 教堂窗户, 石墙, 蓝粉色, 光爆, 阳光四射, 焦外虚化, 建筑细节, 朝圣, 虔诚, 宗教艺术, 逆光, 罗马式, 朝圣教堂"
39359761,长曝光下，长明灯映雕花祭坛屏,"圣地亚哥朝圣之路, 比利牛斯-大西洋省, 法国, 长明灯, 祭坛屏, 雕刻祭坛, 菱形格纹, 长曝光, 动态模糊, 抽象, 虔诚, 朝圣, 蓝光, 暖光, 教堂内部, 刻意运镜, 宗教艺术, 天主教堂, 朝圣教堂"
39359762,圣地亚哥朝圣之路，石龛基督像与黄花,"圣地亚哥朝圣之路, 法国, 基督雕像, 石壁龛, 宗教雕塑, 拱形天花板, 黄花, 野花, 教堂, 虔诚, 朝圣, 铭文, 圣心, 石拱门, 灵性, 朝圣教堂, 天主教堂, 建筑, 花园"
39359763,昏暗拱门下，长明灯与雕花祭坛,"圣地亚哥朝圣之路, 法国, 长明灯, 祭坛, 雕刻镶板, 教堂内部, 动态模糊, 黑暗, 抽象, 虔诚, 朝圣, 蓝色调, 剪影, 建筑细节, 朝圣教堂, 天主教堂, 长曝光, 神秘, 环境光"
39359764,法国教堂内，巴洛克镀金祭坛虚焦,"圣地亚哥朝圣之路, 法国, 巴洛克祭坛画, 镀金, 祭坛, 宗教画, 圣徒, 教堂内部, 动态模糊, 虔诚, 朝圣, 金色, 华丽的, 宗教艺术, 朝圣教堂, 天主教堂, 蓝光, 圣体龛"
39359765,教堂暗影中，双窗透光朦胧,"圣地亚哥朝圣之路, 法国, 抽象, 动态模糊, 教堂内部, 黑暗, 沉思, 窗户, 极简主义, 忧郁, 长曝光, 朝圣, 虔诚, 灵性, 冥想, 弱光, 剪影, 朝圣教堂, 环境光"
39359766,阳光透窗，巴洛克祭坛画熠熠生辉,"圣地亚哥朝圣之路, 法国, 巴洛克祭坛画, 镀金, 教堂内部, 宗教画, 圣徒, 窗户, 朝圣, 虔诚, 教会建筑, 华丽的, 宗教艺术, 朝圣教堂, 天主教堂, 石墙, 阳光, 后殿, 圣所"
39363486,法国教堂暗处，烛焰光轨抽象唯美,"烛焰, 光轨, 长曝光, 光绘, 抽象, 橙光, 动态模糊, 教堂, 法国, 比利牛斯-大西洋省, 夜间摄影, 暖色调, 灵性, 虔诚, 纪念蜡烛, 许愿蜡烛, 火, 光辉, 神秘"
39363487,法国小教堂内，烛光静静摇曳,"纪念蜡烛, 许愿蜡烛, 烛光, 黑暗, 沉思, 教堂, 小教堂, 法国, 比利牛斯-大西洋省, 纪念, 守夜, 弱光, 暖光, 灵性, 虔诚, 夜间摄影, 安静, 庄严, 火焰"
39376205,蓝天下波尔多吉伦特纪念碑天使雕像,"法国, 天空, 蓝天, 纪念碑, 雕塑, 波尔多, 吉伦特党人纪念碑, 天使, 吉伦特人, 壮丽, 建筑, 户外"
39376206,波尔多自由女神铜像，断链象征,"波尔多, 法国, 吉伦特省, 吉伦特党人纪念碑, 自由女神像, 胜利女神像, 青铜雕塑, 带翼雕像, 断链, 月桂花环, 蓝天, 低角度, 地标, 历史古迹, 公共艺术, 雕塑细节, 特写, 晴天, 法国遗产"
39386271,波尔多吉伦特喷泉，雕塑与飞溅水花,"水, 纪念碑, 雕塑, 雕像, 波尔多, 吉伦特党人纪念碑, 喷泉, 法国, 户外, 欧洲, 遗产, 夏天"
39386272,波尔多吉伦特喷泉，骏马与小天使雕塑,"波尔多, 法国, 吉伦特省, 吉伦特党人纪念碑, 喷泉, 青铜雕像, 马雕塑, 小天使, 水花, 公共广场, 地标, 历史古迹, 石基座, 雕塑群, 法国遗产, 夏日, 蓝天, 城市纪念碑, 寓言人物"
39386273,波尔多吉伦特纪念喷泉，月桂青铜像,"波尔多, 法国, 吉伦特省, 吉伦特党人纪念碑, 喷泉, 青铜雕像, 月桂花环, 橄榄枝, 寓言人物, 水花, 雕塑, 地标, 历史古迹, 公共广场, 法国遗产, 夏日, 特写, 古典雕塑, 城市纪念碑"
39386274,波尔多吉伦特党人纪念碑雕像细节,"法国, 细节, 雕像, 波尔多, 吉伦特党人纪念碑, 建筑, 石头, 肖像, 户外, 欧洲, 遗产, 地标"
39423920,伊伦街角银色轿车与蓝色转弯标志,"墙, 巴斯克地区, 伊伦, 停放的汽车, 右转标志, 银色汽车, 户外, 欧洲, 影子, 窗户, 吉普斯夸, 城市景观"
39423921,伊伦市政厅古典建筑,"建筑, 西班牙, 巴斯克地区, 伊伦, 拱门, 市政厅, 树, 户外, 欧洲, 遗产, 夏天, 地标"
39423922,伊伦老城多彩建筑，巴斯克风情,"建筑, 多彩, 传统, 伊伦, 老城, 小镇, 巴斯克, 户外, 欧洲, 风景, 旅行"
39423923,伊伦梯田石墙，黑白影像,"伊伦, 吉普斯夸, 巴斯克地区, 西班牙, 黑白, 单色, 石墙, 梯田墙, 挡土墙, 街景, 城市景观, 消防栓, 建筑, 铁栏杆, 树木, 现代建筑, 城市街道, 极简"
39423924,伊伦粉色公寓楼，巴斯克十字标志,"伊伦, 吉普斯夸, 巴斯克地区, 西班牙, 巴斯克十字, 巴斯克标志, 公寓楼, 粉色外墙, 住宅建筑, 石阶, 路灯, 阳台, 城市, 小镇, 建筑细节, 西班牙旅行, 巴斯克文化, 安静的街道"
39434688,斑驳老门特写，铆钉与剥落漆面,"纹理, 复古, 特写, 细节, 门, 风化, 剥落的油漆, 铆钉, 欧洲, 木头, 历史, 经典"
39434689,巴斯克地区苔藓溪流俯瞰,"小溪, 溪流, 吉普斯夸, 巴斯克地区, 西班牙, 岩石, 水生植物, 苔藓, 自然, 俯视图, 微距, 泥泞, 绿色, 水, 林地, 特写, 自然纹理, 荒野"
39434690,棒球帽墨镜男子，虚化背景,"男人, 肖像, 棒球帽, 太阳镜, 焦外虚化, 街头摄影, 抓拍, 背景虚化, 夏天, 晴天, 城市, 生活方式, 年轻男子, 胡须, 休闲风格, 户外人像, 现代建筑, 晴朗天空"
39434691,伊伦骑行者掠过斑驳绿门,"伊伦, 吉普斯夸, 巴斯克地区, 西班牙, 骑行者, 自行车, 绿色门, 风化的门, 建筑, 街头摄影, 老人, 安全背心, 背包, 历史建筑, 抓拍, 城市场景, 石门, 华丽的门"
39434692,墨镜白帽男子特写肖像,"男人, 肖像, 特写, 棒球帽, 太阳镜, 焦外虚化, 胡须, 街头摄影, 抓拍, 背景虚化, 夏天, 晴天, 城市, 生活方式, 年轻男子, 休闲风格, 户外人像, 头像照, 晴朗天空"
39455692,仰视圣地亚哥-德孔波斯特拉大教堂立面,"圣地亚哥-德孔波斯特拉大教堂, 加利西亚, 西班牙, 圣地亚哥朝圣之路, 巴洛克建筑, 奥布拉多伊罗立面, 钟楼, 尖塔, 朝圣之路, 宗教地标, 联合国教科文组织世界遗产, 石头外墙, 低角度视角, 蓝天, 历史建筑, 奥布拉多伊罗广场, 朝圣目的地, 晴天, 欧洲旅行, 教堂塔楼"
39455693,圣地亚哥-德孔波斯特拉，朦胧霞光映星像,"雕像, 星星, 阳光四射, 圣地亚哥-德孔波斯特拉, 加利西亚, 西班牙, 圣地亚哥朝圣之路, 历史地标, 历史建筑, 低角度, 逆光, 阳光耀斑, 朦胧光线, 石雕, 屋顶, 老城, 宗教雕像, 朝圣, 蓝天, 华丽雕塑"
39455694,圣地亚哥-德孔波斯特拉，星顶雕像俯瞰屋顶,"雕像, 星星, 圣地亚哥-德孔波斯特拉, 加利西亚, 西班牙, 圣地亚哥朝圣之路, 历史地标, 历史建筑, 低角度, 晴朗天空, 石雕, 屋顶, 老城, 宗教雕像, 朝圣, 阳光, 华丽雕塑, 尖塔, 尖顶, 中世纪街区"
39516999,西班牙屋顶石栏杆与复古灯饰,"西班牙, 屋顶, 栏杆, 石栏杆, 复古灯, 建筑, 户外, 欧洲, 城市, 历史, 长焦, 城市景观"
39517000,加利西亚银匠式建筑地标特写,"地标, 西班牙, 晴天, 建筑, 银匠式风格, 石头, 户外, 欧洲, 遗产, 旅游, 旅行"
39517001,加利西亚历史建筑立面，朱蕉点缀,"朱蕉, 监控摄像头, 建筑立面, 红色窗框, 停车标志, 红绿灯, 西班牙, 加利西亚, 街景, 城市建筑, 监控, 石头建筑, 欧洲街道, 观赏植物, 市中心, 路标, 晴天, 历史建筑, 城市细节"
39517013,加利西亚花园抓拍，粉花喷泉相伴,"街头摄影, 抓拍, 花园, 公园, 粉色花朵, 喷泉, 人物, 男孩, 水瓶, 西班牙, 加利西亚, 夏天, 晴天, 石凳, 旅行, 日常生活, 城市公园, 游客, 开花灌木, 遮荫树"
39532048,粉色波斯菊特写，绿意虚化,"花, 背景, 特写, 宇宙, 自然, 焦外虚化, 户外, 夏天, 风景, 对比, 植物, 纹理"
39532049,加利西亚红瓦排屋与三角梅,"排屋, 红瓦屋顶, 老虎窗, 三角梅, 住宅建筑, 重复, 西班牙, 加利西亚, 行道树, 石头外墙, 夏天, 晴天, 欧洲郊区, 建筑图案, 对称, 花园树篱, 安静的街道, 城镇景观, 郊区住宅, 城市节奏"
39532050,阳光下粉白波斯菊，娇美动人,"波斯菊, 微距摄影, 粉色花朵, 焦外虚化, 花园, 花卉, 特写, 精致花瓣, 黄色花蕊, 夏日花开, 柔焦, 自然, 花苞, 浅景深, 植物, 阳光, 粉彩色, 野花, 开花植物"
39550972,里瓦德奥礁石上栖息的鸬鹚,"鸬鹚, 海鸟, 里瓦德奥, 卢戈, 加利西亚, 西班牙, 海岸野生动物, 岩石地貌, 海洋, 长焦, 野生动物摄影, 蓝绿色海水, 大西洋海岸, 岩架, 鸟群, 自然, 海景, 晴天, 海岸悬崖"
39550973,海崖上的鸬鹚群，浪花拍岸,"鸬鹚, 海鸟, 鸟粪, 海崖, 里瓦德奥, 卢戈, 加利西亚, 西班牙, 拍岸浪花, 海浪飞沫, 大西洋海岸, 海岸野生动物, 复理石, 野生动物摄影, 海景, 岩石地貌, 鸟群, 自然, 浪花, 蓝绿色海水"
39550974,里瓦德奥层岩海岸与碧绿海水,"里瓦德奥, 卢戈, 加利西亚, 西班牙, 复理石地层, 海崖, 蓝绿色海水, 大西洋海岸, 海岸风景, 海浪, 岩层, 悬崖侵蚀, 海景, 自然, 崎岖海岸, 地质, 浪花, 夏天, 晴天, 壮丽景色"
39564913,里瓦德奥奇岩间的狭窄海湾,"大教堂海滩, 里瓦德奥, 卢戈, 加利西亚, 西班牙, 海边峡谷, 复理石, 岩石地貌, 大西洋海岸, 蓝绿色海水, 海岸风景, 天然拱, 悬崖, 海景, 地质, 自然, 夏天, 晴天, 壮观海岸线"
39564914,里瓦德奥风化悬崖间的海湾,"大教堂海滩, 里瓦德奥, 卢戈, 加利西亚, 西班牙, 海边峡谷, 复理石, 地平线, 大西洋海岸, 蓝绿色海水, 海岸风景, 风化悬崖, 海景, 地质, 自然, 天际线, 夏天, 晴朗天空, 壮观海岸线"
39564915,里瓦德奥平静海面小船剪影,"单色, 黑白, 船, 乘客, 里瓦德奥, 卢戈, 加利西亚, 西班牙, 大海, 平静的水面, 水上交通工具, 刚性充气艇, 海岸游览, 大西洋, 航迹, 极简, 海景, 海事, 游客, 夏天"
39564916,卢戈桉树山坡蓝雾缭绕,"桉树林, 卢戈, 加利西亚, 西班牙, 雾中山丘, 雾, 蓝色薄雾, 自然, 林地, 忧郁风景, 氛围感, 松树, 山坡, 阴天, 宁静, 加利西亚乡村, 山林, 薄雾, 柔和色调, 剪影"
39564917,里瓦德奥海面渔船剪影，黑白,"单色, 黑白, 渔船, 潜水船, 里瓦德奥, 卢戈, 加利西亚, 西班牙, 大海, 水上交通工具, 船尾浪, 大西洋, 海岸游览, 海事, 极简, 海景, 开阔水域, 平静的海, 夏天, 游客"
39564918,里瓦德奥大教堂海滩岩拱全景,"大教堂海滩, 里瓦德奥, 卢戈, 加利西亚, 西班牙, 全景, 岩拱, 复理石地层, 大西洋海岸, 蓝绿色海水, 航拍, 海岸风景, 自然纪念地, 海景, 地质, 悬崖, 夏天, 旅游景点, 侵蚀"
39575545,极简夜景，一点橙光独亮,"抽象, 极简, 黑暗, 夜晚, 橙光, 光辉, 焦外虚化, 模糊, 谜团, 弱光, 黑色背景, 光点, 夜间摄影, 忧郁, 氛围感, 负空间, 概念, 环境光, 加利西亚, 西班牙"
39575546,蓝天下山坡上的风力发电机,"风力涡轮机, 风电场, 可再生能源, 加利西亚, 西班牙, 清洁能源, 晴朗天空, 山坡, 土路, 可持续性, 乡村风景, 夏天, 晴天, 乡村, 风能, 能源设施, 松树, 蓝天, 螺旋桨叶片"
39575547,加利西亚山间碎石路通向风车,"风力涡轮机, 风电场, 可再生能源, 加利西亚, 西班牙, 碎石小径, 山坡, 晴朗天空, 乡村, 乡村风景, 松树, 夏天, 晴天, 清洁能源, 风能, 徒步小径, 绿色山丘, 可持续性, 蓝天, 地平线"
39575548,加利西亚山顶岩石与孤松,"岩石露头, 松树, 加利西亚, 西班牙, 石南荒地, 野草, 荆豆, 山坡, 乡村, 乡村风景, 晴朗天空, 夏天, 晴天, 自然, 荒野, 花岗岩, 灌木丛, 蓝天, 崎岖地形, 野生植物"
39595391,加利西亚壮丽银河与星空,"天空, 西班牙, 星星, 繁星, 银河, 加利西亚, 自然, 欧洲, 风景, 天际线, 剪影, 晴朗天空"
39595392,加利西亚星空，仙女座清晰可见,"夜空, 银河, 仙女座星系, 星星, 天文摄影, 加利西亚, 西班牙, 树影, 光污染, 天空光晕, 星空, 深邃天空, 长曝光, 黑暗天空, 夜景, 宇宙, 观星, 乡村夜景, 夏夜"
39632228,雾中月色下的松树剪影,"松树, 剪影, 夜空, 月光, 月出, 雾, 薄雾, 雾中山坡, 黑暗风景, 自然, 忧郁氛围, 夜景, 宁静, 极简, 乡村, 逆光, 光辉, 户外, 常绿树"
39632229,雾夜松枝间迸射的光芒,"松树, 剪影, 光爆, 夜空, 月光, 雾, 薄雾, 太阳星芒, 光芒, 自然, 忧郁氛围, 夜景, 宁静, 戏剧性光线, 逆光, 光辉, 户外, 乡村, 常绿树, 长曝光"
39632230,抽象红色光轨，勾勒发光十字,"抽象, 光绘, 光轨, 霓虹, 红色, 长曝光, 实验摄影, 极简主义, 十字形, 黑色背景, 光辉, 鲜艳色彩, 夜间摄影, 动态模糊, 未来主义, 能量, 创意艺术, 几何, 发光的, 深黑色"
39650070,卢戈夜空下的银河与繁星,"银河, 夜空, 星星, 天文摄影, 卢戈, 加利西亚, 西班牙, 星座, 星空, 黑暗天空, 长曝光, 夜景, 宇宙, 太空, 乡村夜景, 晴朗天空, 天体, 观星, 地平线光辉"
39670619,希洪现代图书馆玻璃书架,"图书馆, 书架, 玻璃架, 黑白, 单色, 现代建筑, 室内设计, 希洪, 阿斯图里亚斯, 西班牙, 教育, 书籍, 极简, 对称, 白色地板, 阅览室, 现代, 空荡室内, 几何, 文化中心"
39670620,阴云下的希洪天际线与拉沃拉尔塔,"天际线, 钟楼, 拉沃拉尔塔, 希洪, 阿斯图里亚斯, 西班牙, 地标, 遗产建筑, 黑白, 单色, 巴洛克塔楼, 多云天空, 历史建筑, 尖顶, 十字架, 风向标, 阴天, 戏剧性天空, 纪念碑"
39670621,透过树影望向希洪拉沃拉尔塔楼,"拉沃拉尔塔, 钟楼, 希洪, 阿斯图里亚斯, 西班牙, 地标, 遗产, 巴洛克建筑, 尖顶, 树, 现代屋顶, 蓝色屋顶, 阴天天空, 历史古迹, 希洪劳动大学城, 十字架, 长焦, 城市景观, 对比"
39670622,希洪拉沃拉尔文化城全景，黑白影像,"拉沃拉尔文化城, 钟楼, 圆顶, 希洪, 阿斯图里亚斯, 西班牙, 地标, 遗产建筑, 黑白, 单色, 历史建筑, 巴洛克塔楼, 修道院风格, 尖顶, 十字架, 多云天空, 纪念碑, 希洪劳动大学城, 宏伟立面"
